recording_id,TEXT-ID,SOURCE-ID,RECORDING-ID,SUBCORPUS,TITLE,DATE,SOURCE,URL,TEXT-REGION,DOMAIN,TYPE,CHANNEL,SENTENCES,WORDS,SPK-IDsUTTS
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151214.wav,Rog-Go1-Gos102,Gos102,JItvslpour-rd0904151214.wav,Gos,Učitelji najverjetneje ne bodo tožili.,2009-04,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,1,36,Pf-novi-03534
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151218.wav,Rog-Go1-Gos103,Gos103,JItvslpour-rd0904151218.wav,Gos,Vreme vpliva na počutje.,2009-05,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,1,22,Bm-anke-02024
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151220.wav,Rog-Go1-Gos104,Gos104,JItvslpour-rd0904151220.wav,Gos,Zdravilo proti raku na želodcu.,2009-10,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,1,17,Gm-inte-01602
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151228.wav,Rog-Go1-Gos105,Gos105,JItvslpour-rd0904151228.wav,Gos,Snemanje spota o omejeni rabi antibiotikov.,2008-10,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,1,9,Dm-anke-00027
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151236.wav,Rog-Go1-Gos106,Gos106,JItvslpour-rd0904151236.wav,Gos,Televizijski prispevek o smrti pevke Miriam Makeba.,2009-09,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,1,34,Jf-novi-04532
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151317.wav,Rog-Go1-Gos107,Gos107,JItvslpour-rd0904151317.wav,Gos,Afera Patria.,2009-09,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,1,20,Xm-novi-00010
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151318.wav,Rog-Go1-Gos108,Gos108,JItvslpour-rd0904151318.wav,Gos,Banke slabo kreditirajo gospodarstvo.,-,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,2,13,Am-anke-00008
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151320.wav,Rog-Go1-Gos109,Gos109,JItvslpour-rd0904151320.wav,Gos,Komentar člana vrhovnega sodišča o odločbi sodišča.,2009-04,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,2,66,Af-novi-03507
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151330.wav,Rog-Go1-Gos110,Gos110,JItvslpour-rd0904151330.wav,Gos,Kršenje delovnih pravic.,2009-04,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,1,38,Ef-novi-04501
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151332.wav,Rog-Go1-Gos111,Gos111,JItvslpour-rd0904151332.wav,Gos,Sestanek kandidatov za ministre.,2009-09,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,2,15,Pf-anke-00019
rog_slovenian_1_0_1_1_manual_prosody::JItvslpour-rd0904151335.wav,Rog-Go1-Gos112,Gos112,JItvslpour-rd0904151335.wav,Gos,Družinska tragedija v Brežicah.,2009-09,-,-,Ljubljana,"PopTV, 24ur",informativno-izobraževalni,televizija,3,20,Kf-novi-00001 Tf-anke-00003
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280739.wav,Rog-Go1-Gos113,Gos113,JItvslslod-rd0905280739.wav,Gos,Intervju o gospodarski krizi v industriji.,2009-10,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,2,78,Bm-inte-07502 Rf-novi-01604
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280742.wav,Rog-Go1-Gos114,Gos114,JItvslslod-rd0905280742.wav,Gos,Pogovor z gosti o kazenskem zakoniku in njegovih slabostih.,2009-10,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,4,74,Ef-mode-01604
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280744.wav,Rog-Go1-Gos115,Gos115,JItvslslod-rd0905280744.wav,Gos,Intervju s tremi politiki o predsedniku ZDA Obami.,2009-07,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,3,68,Af-mode-07152 Cm-gost-02503
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280747.wav,Rog-Go1-Gos116,Gos116,JItvslslod-rd0905280747.wav,Gos,Intervju na temo prodaje Mercatorja.,2009-11,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,6,140,Bm-gost-03509 Sm-novi-07003
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280749.wav,Rog-Go1-Gos117,Gos117,JItvslslod-rd0905280749.wav,Gos,Pogovor s predstavniki poslanskih skupin o novi vladi.,2009-10,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,2,79,Am-mode-07003 Dm-gost-07006
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280751.wav,Rog-Go1-Gos118,Gos118,JItvslslod-rd0905280751.wav,Gos,Intervju na temo odločbe o ustanovitvi nove univerze v Novi Gorici.,2009-10,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,4,87,Tm-novi-09001
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280755.wav,Rog-Go1-Gos119,Gos119,JItvslslod-rd0905280755.wav,Gos,Intervju z direktorjem železnic o poslovanju uprave in upravičenosti do izplačila božičnice.,2010-07,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,3,108,Bm-gost-07155
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd0905280757.wav,Rog-Go1-Gos120,Gos120,JItvslslod-rd0905280757.wav,Gos,Pogovor s politikom o odnosih med Hrvaško in Slovenijo.,2010-09,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,6,52,Mm-gost-01605 Of-novi-01604
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd1009160948.wav,Rog-Go1-Gos121,Gos121,JItvslslod-rd1009160948.wav,Gos,Slovenija pojasnjuje svoj 'ne' Hrvaški pri nadaljevanju pogajanj za vstop v EU.,2010-09,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,8,119,Am-mode-07003 Dm-gost-07198
rog_slovenian_1_0_1_1_manual_prosody::JItvslslod-rd1009160957.wav,Rog-Go1-Gos122,Gos122,JItvslslod-rd1009160957.wav,Gos,Pomoč države podjetjem v času krize.,2010-09,-,-,Ljubljana,"TVSlo, Odmevi",informativno-izobraževalni,televizija,3,64,Am-mode-07003 Cm-gost-00015
rog_slovenian_1_0_1_1_manual_prosody::JItvslslpo-rd0905270932.wav,Rog-Go1-Gos123,Gos123,JItvslslpo-rd0905270932.wav,Gos,"Oddaja z gosti o mirovnih operacijah in prisotnosti slovenskih vojakov v Iraku, Afganistanu ter na Kosovu.",2009-11,-,-,Ljubljana,"TVSlo, Polemika",informativno-izobraževalni,televizija,14,329,Lf-gost-05513 Vm-novi-01606
rog_slovenian_1_0_1_1_manual_prosody::JItvslslpo-rd0905270939.wav,Rog-Go1-Gos124,Gos124,JItvslslpo-rd0905270939.wav,Gos,"Oddaja z gosti o izraelskih napadih na Gazo in o tem, kakšne so možnosti mirnega sobivanja Palestincev in Izraelcev na tem območju.",2009-11,-,-,Ljubljana,"TVSlo, Polemika",informativno-izobraževalni,televizija,13,283,Am-novi-02133 Gf-novi-02137
rog_slovenian_1_0_1_1_manual_prosody::JItvslslsc-rd0905271043.wav,Rog-Go1-Gos125,Gos125,JItvslslsc-rd0905271043.wav,Gos,Intervju o načrtih politične opozicije v Sloveniji.,2009-10,-,-,Ljubljana,"TVSlo, StudioCity",informativno-izobraževalni,televizija,6,89,Sm-novi-06570
rog_slovenian_1_0_1_1_manual_prosody::JItvslslsc-rd0905271046.wav,Rog-Go1-Gos126,Gos126,JItvslslsc-rd0905271046.wav,Gos,Intervju o težavah večjega slovenskega holdinga.,2009-10,-,-,Ljubljana,"TVSlo, StudioCity",informativno-izobraževalni,televizija,6,85,Im-gost-06571 Sm-novi-06570
rog_slovenian_1_0_1_1_manual_prosody::JItvslslsc-rd0905271047.wav,Rog-Go1-Gos127,Gos127,JItvslslsc-rd0905271047.wav,Gos,Intervju o slovenskih vojaških operacijah v tujini.,2009-10,-,-,Ljubljana,"TVSlo, StudioCity",informativno-izobraževalni,televizija,5,86,Lf-gost-05513 Sm-novi-06570
rog_slovenian_1_0_1_1_manual_prosody::JItvslslsc-rd0905271049.wav,Rog-Go1-Gos128,Gos128,JItvslslsc-rd0905271049.wav,Gos,Intervju o slovenski polpretekli zgodovini.,2009-10,-,-,Ljubljana,"TVSlo, StudioCity",informativno-izobraževalni,televizija,5,81,Fm-gost-06571 Sm-novi-06570
rog_slovenian_1_0_1_1_manual_prosody::JItvslslsc-rd0905271057.wav,Rog-Go1-Gos129,Gos129,JItvslslsc-rd0905271057.wav,Gos,Intervju o težavah slovenske policije.,2009-10,-,-,Ljubljana,"TVSlo, StudioCity",informativno-izobraževalni,televizija,4,83,Sf-gost-00013 Sm-novi-06570
rog_slovenian_1_0_1_1_manual_prosody::JRrajzbejp-rd0907171241.wav,Rog-Go1-Gos130,Gos130,JRrajzbejp-rd0907171241.wav,Gos,Jutranji program radia.,2009-07,-,-,Kranj,"Belvi, jutranji",razvedrilni,radio,14,219,Af-novi-06518 Bm-novi-06519
rog_slovenian_1_0_1_1_manual_prosody::JRrajzbejp-rd0907171245.wav,Rog-Go1-Gos131,Gos131,JRrajzbejp-rd0907171245.wav,Gos,Jutranji program radia.,2009-08,-,-,Kranj,"Belvi, jutranji",razvedrilni,radio,9,110,Bm-novi-06519
rog_slovenian_1_0_1_1_manual_prosody::JRrajzbejp-rd0907171248.wav,Rog-Go1-Gos132,Gos132,JRrajzbejp-rd0907171248.wav,Gos,Jutranji program radia.,2009-08,-,-,Kranj,"Belvi, jutranji",razvedrilni,radio,3,83,Af-novi-06518 Bm-novi-06519
rog_slovenian_1_0_1_1_manual_prosody::JRrajzbejp-rd0907171249.wav,Rog-Go1-Gos133,Gos133,JRrajzbejp-rd0907171249.wav,Gos,Jutranji program radia.,2009-08,-,-,Kranj,"Belvi, jutranji",razvedrilni,radio,3,85,Af-novi-06518 Bm-novi-06519
rog_slovenian_1_0_1_1_manual_prosody::JRrajzbejp-rd0907171250.wav,Rog-Go1-Gos134,Gos134,JRrajzbejp-rd0907171250.wav,Gos,Jutranji program radia.,2009-08,-,-,Kranj,"Belvi, jutranji",razvedrilni,radio,7,121,Af-novi-06518 Bm-novi-06519 Hm-nast-06559
rog_slovenian_1_0_1_1_manual_prosody::JRrajzcajp-rd0907171252.wav,Rog-Go1-Gos135,Gos135,JRrajzcajp-rd0907171252.wav,Gos,Jutranji program radia.,2009-11,-,-,Koper,"Capris, jutranji",razvedrilni,radio,31,370,Am-mode-05620 Bm-mode-05621 Lm-nast-05625 Nm-posl-05638
rog_slovenian_1_0_1_1_manual_prosody::JRrajzcajp-rd0907171301.wav,Rog-Go2-Gos136,Gos136,JRrajzcajp-rd0907171301.wav,Gos,"Jutranji program radia, rdeča nit oddaje je odnos do resnice in laži.",2010-01,-,-,Koper,"Capris, jutranji",razvedrilni,radio,59,867,Am-mode-05620 Cm-mode-05621
rog_slovenian_1_0_1_1_manual_prosody::JRrajzcajp-rd0907171303.wav,Rog-Go1-Gos137,Gos137,JRrajzcajp-rd0907171303.wav,Gos,Jutranji program radia.,2009-10,-,-,Koper,"Capris, jutranji",razvedrilni,radio,34,316,Am-mode-05620 Bm-mode-05621 Jm-posl-05627
rog_slovenian_1_0_1_1_manual_prosody::JRrajzkkna-rd0906111426.wav,Rog-Go2-Gos138,Gos138,JRrajzkkna-rd0906111426.wav,Gos,Nagradni kviz - poslušalca se v dvoboju pomerita v poznavanju krajev na črko i.,2009-07,-,-,Novo mesto,"Krka, potovanja",razvedrilni,radio,84,741,Dm-posl-04530 Mm-posl-04531 Sf-mode-04529
rog_slovenian_1_0_1_1_manual_prosody::JRramarmpo-dm1007091314.wav,Rog-Go1-Gos139,Gos139,JRramarmpo-dm1007091314.wav,Gos,Radijski pogovor med novinarjem in starejšo prebivalko Porabja (Gornji Senik) o vsakdanjih dogodkih v preteklosti.,2010-07,-,-,Monošter,moderirani pogovor,razvedrilni,radio,10,173,Am-novi-10501 If-inte-10503
rog_slovenian_1_0_1_1_manual_prosody::JRramarmpo-dm1007091342.wav,Rog-Go1-Gos140,Gos140,JRramarmpo-dm1007091342.wav,Gos,Radijski pogovor med novinarjem in starejšo prebivalko Porabja (Stevanovci) o dogodkih v preteklosti.,2010-07,-,-,Monošter,moderirani pogovor,razvedrilni,radio,7,101,Am-novi-10501 Bf-inte-10502
rog_slovenian_1_0_1_1_manual_prosody::JRraslcejp-rd0906101524.wav,Rog-Go1-Gos141,Gos141,JRraslcejp-rd0906101524.wav,Gos,Jutranji program radia.,2009-07,-,-,Maribor,"Center, jutranji",razvedrilni,radio,18,224,Am-novi-02066 Cf-novi-02068 Kf-posl-02076
rog_slovenian_1_0_1_1_manual_prosody::JRraslvans-rd0906101501.wav,Rog-Go1-Gos142,Gos142,JRraslvans-rd0906101501.wav,Gos,Pogovor s pevko o nastajanju in izdaji nove plošče.,2009-07,-,-,Ljubljana,"Val202, Na sceni",razvedrilni,radio,16,221,Am-novi-02044 Bf-gost-02045
rog_slovenian_1_0_1_1_manual_prosody::JRraslvans-rd0906101503.wav,Rog-Go1-Gos143,Gos143,JRraslvans-rd0906101503.wav,Gos,Pogovor z gostoma iz glasbene skupine o izdaji nove plošče.,2009-10,-,-,Ljubljana,"Val202, Na sceni",razvedrilni,radio,8,167,Am-novi-02044 Bm-inte-02099 Cm-inte-02100
rog_slovenian_1_0_1_1_manual_prosody::JRrasvcijp-rd0908250924.wav,Rog-Go1-Gos144,Gos144,JRrasvcijp-rd0908250924.wav,Gos,Jutranji program radia.,2009-11,-,-,Maribor,"City, jutranji",razvedrilni,radio,25,355,Bm-mode-01016 Dm-mode-01017
rog_slovenian_1_0_1_1_manual_prosody::JRrasvcijp-rd0908250930.wav,Rog-Go1-Gos145,Gos145,JRrasvcijp-rd0908250930.wav,Gos,"Jutranji program: vsakdanje teme (zimsko vreme, služba), čestitke, nagradna igra.",2009-12,-,-,Maribor,"City, jutranji",razvedrilni,radio,33,268,Dm-mode-01017 Ef-mode-01018 Mm-posl-01032
rog_slovenian_1_0_1_1_manual_prosody::JRrasvcijp-rd0908250932.wav,Rog-Go1-Gos146,Gos146,JRrasvcijp-rd0908250932.wav,Gos,"Jutranji program: vsakdanje teme (zimsko vreme, služba), nagradna igra.",2009-12,-,-,Maribor,"City, jutranji",razvedrilni,radio,17,201,Dm-mode-01017 Ef-mode-01018
rog_slovenian_1_0_1_1_manual_prosody::JRrasvfajp-rd0908250936.wav,Rog-Go1-Gos147,Gos147,JRrasvfajp-rd0908250936.wav,Gos,Jutranji program radia.,2009-11,-,-,Škofja vas,"Fantasy, jutranji",razvedrilni,radio,4,98,Am-mode-02120
rog_slovenian_1_0_1_1_manual_prosody::JRrasvkoso-rd0908250942.wav,Rog-Go1-Gos148,Gos148,JRrasvkoso-rd0908250942.wav,Gos,Intervju s popotnikom iz Irana.,2009-10,-,-,Slovenj Gradec,"Koroški, intervju",razvedrilni,radio,5,77,Pf-novi-01004
rog_slovenian_1_0_1_1_manual_prosody::JRrasvkoso-rd0908250945.wav,Rog-Go1-Gos149,Gos149,JRrasvkoso-rd0908250945.wav,Gos,Intervju z uspešno slovensko smučarko.,2009-10,-,-,Slovenj Gradec,"Koroški, intervju",razvedrilni,radio,5,130,Mf-inte-01007
rog_slovenian_1_0_1_1_manual_prosody::JRrasvkoso-rd0908250947.wav,Rog-Go1-Gos150,Gos150,JRrasvkoso-rd0908250947.wav,Gos,Intervju z radijskim napovedovalcem.,2009-10,-,-,Slovenj Gradec,"Koroški, intervju",razvedrilni,radio,6,45,Gm-novi-01008 Jm-inte-01009
rog_slovenian_1_0_1_1_manual_prosody::JRrasvkoso-rd0908250953.wav,Rog-Go1-Gos151,Gos151,JRrasvkoso-rd0908250953.wav,Gos,Intervju s strokovnjakom o prenovljeni lokalni meteorološki postaji.,2009-10,-,-,Slovenj Gradec,"Koroški, intervju",razvedrilni,radio,3,113,Bm-inte-01002 Xm-novi-01001
rog_slovenian_1_0_1_1_manual_prosody::JRrasvkost-rd0908250958.wav,Rog-Go1-Gos152,Gos152,JRrasvkost-rd0908250958.wav,Gos,Študentska oddaja.,2009-10,-,-,Slovenj Gradec,"Koroški, Salter",razvedrilni,radio,10,94,Tf-mode-01013 Zf-mode-01014
rog_slovenian_1_0_1_1_manual_prosody::JRrasvkost-rd0908251001.wav,Rog-Go1-Gos153,Gos153,JRrasvkost-rd0908251001.wav,Gos,Študentska radijska oddaja.,2009-10,-,-,Slovenj Gradec,"Koroški, Salter",razvedrilni,radio,13,113,Af-mode-01010 Tf-mode-01013 Zf-mode-01014
rog_slovenian_1_0_1_1_manual_prosody::JRrasvmbjp-rd0908250921.wav,Rog-Go1-Gos154,Gos154,JRrasvmbjp-rd0908250921.wav,Gos,Jutranji program radia.,2009-11,-,-,Maribor,"Maribor1, jutranji",razvedrilni,radio,10,121,Hf-mode-07518 Mm-inte-07510
rog_slovenian_1_0_1_1_manual_prosody::JRrasvmvge-rd0908251007.wav,Rog-Go1-Gos155,Gos155,JRrasvmvge-rd0908251007.wav,Gos,"Lokalna radijska oddaja, v kateri poslušalcem izpolnjujejo glasbene želje.",2010-09,-,-,Ljutomer,"Maxi, Pižama bar",razvedrilni,radio,34,296,Bm-posl-10506 Dm-mode-10505 Ff-posl-10507 Pm-mode-10504
rog_slovenian_1_0_1_1_manual_prosody::JRrasvmvzd-rd0908251004.wav,Rog-Go1-Gos156,Gos156,JRrasvmvzd-rd0908251004.wav,Gos,"Glasbena oddaja o domači glasbi z gosti, nagradno igro ipd.",2010-03,-,-,Ljutomer,"Maxi, Pod brajdami",razvedrilni,radio,11,147,Jm-gost-08504 Rm-mode-08503
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpoas-rd0904220925.wav,Rog-Go1-Gos157,Gos157,JRtvslpoas-rd0904220925.wav,Gos,"Razvedrilni TV šov v nedeljo zvečer z dvema voditeljema in gostjo, pevko v slovenski zabavnoglasbeni skupini.",2009-07,-,-,Ljubljana,"PopTV, As ti tud",razvedrilni,televizija,25,290,Am-novi-02048 Bm-novi-02049 Cf-gost-00510
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpoas-rd0904221512.wav,Rog-Go1-Gos158,Gos158,JRtvslpoas-rd0904221512.wav,Gos,"Večerni razvedrilni TV-šov z gostjo, znano slovensko pevko.",2010-07,-,-,Ljubljana,"PopTV, As ti tud",razvedrilni,televizija,22,261,Af-gost-09027 Cm-mode-02049 Em-mode-02048
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpoas-rd0904231043.wav,Rog-Go2-Gos159,Gos159,JRtvslpoas-rd0904231043.wav,Gos,"Razvedrilni TV-šov v nedeljo zvečer z dvema voditeljema in gostom, znanim slovenskim igralcem in gledališčnikom.",2009-08,-,-,Ljubljana,"PopTV, As ti tud",razvedrilni,televizija,92,985,Gm-novi-02048 Om-gost-06560 Sm-novi-02049
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpode-rd0904200926.wav,Rog-Go1-Gos160,Gos160,JRtvslpode-rd0904200926.wav,Gos,"Kuharska oddaja, kuhanje petelina v vinu, prisoten tudi gost v studiu.",2009-10,-,-,Ljubljana,"PopTV, Desetka",razvedrilni,televizija,17,103,Bm-nast-00022 Um-nast-00021
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpode-rd0904200931.wav,Rog-Go1-Gos161,Gos161,JRtvslpode-rd0904200931.wav,Gos,Televizijska kuharska oddaja z znano gostjo; kuhanje špagetov s školjkami.,2009-12,-,-,Ljubljana,"PopTV, Desetka",razvedrilni,televizija,21,419,Bm-nast-00022 Um-nast-00021
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpokm-rd0905151406.wav,Rog-Go1-Gos162,Gos162,JRtvslpokm-rd0905151406.wav,Gos,"Resničnostni šov, v katerem udeleženci živijo na kmetiji.",2009-08,-,-,Ljubljana,"PopTV, Kmetija",razvedrilni,televizija,18,200,Am-nast-00509 Dm-nast-00512 Em-nast-00513
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpokm-rd0905151410.wav,Rog-Go1-Gos163,Gos163,JRtvslpokm-rd0905151410.wav,Gos,"Resničnostni šov, v katerem udeleženci živijo na kmetiji. Večerna oddaja.",2009-07,-,-,Ljubljana,"PopTV, Kmetija",razvedrilni,televizija,15,130,Em-nast-00513 Fm-nast-00514 Gf-nast-00515 Hf-nast-00516
rog_slovenian_1_0_1_1_manual_prosody::JRtvslpovp-rd0904201545.wav,Rog-Go1-Gos164,Gos164,JRtvslpovp-rd0904201545.wav,Gos,Televizijska igra na srečo - posebna oddaja z znanimi osebnostmi.,2009-12,-,-,Ljubljana,"PopTV, Vzemi ali pusti",razvedrilni,televizija,66,533,Af-gost-06561 Mm-gost-09018 Tf-nast-09007 Yn-posl-00000 Zm-mode-00026
rog_slovenian_1_0_1_1_manual_prosody::JRtvslslnl-rd0905221433.wav,Rog-Go1-Gos165,Gos165,JRtvslslnl-rd0905221433.wav,Gos,"Pogovor z znano igralko in njenimi prijatelji o gledališču, filmu in njenem zasebnem življenju.",2009-11,-,-,Ljubljana,"TVSlo, NLP",razvedrilni,televizija,20,299,Af-gost-02157 Bm-novi-02158 Cf-novi-02159
rog_slovenian_1_0_1_1_manual_prosody::JRtvslslnl-rd0905221437.wav,Rog-Go1-Gos166,Gos166,JRtvslslnl-rd0905221437.wav,Gos,Pogovor z znano osebo s področja smučanja o smučanju in o njegovem zasebnem življenju.,2009-11,-,-,Ljubljana,"TVSlo, NLP",razvedrilni,televizija,18,334,Af-novi-02159 Cm-gost-02163
rog_slovenian_1_0_1_1_manual_prosody::JRtvslslpi-rd0905250924.wav,Rog-Go2-Gos167,Gos167,JRtvslslpi-rd0905250924.wav,Gos,"Zabavna TV oddaja z znanimi gosti, teme so slovensko-hrvaški odnosi, slovenski nacionalni značaj, metanje čevljev v politike...",2009-11,-,-,Ljubljana,"TVSlo, Piramida",razvedrilni,televizija,56,857,Df-mode-06573 If-nast-06574 Jm-nast-06577 Tm-nast-06575 Zf-nast-05502
rog_slovenian_1_0_1_1_manual_prosody::JRtvslslsp-rd0905200815.wav,Rog-Go1-Gos168,Gos168,JRtvslslsp-rd0905200815.wav,Gos,Finale velaslaloma za ženske v Aareju - prvi tek.,2009-07,-,-,Ljubljana,"TVSlo, šport",razvedrilni,televizija,9,174,Am-novi-02099 Bm-novi-02092
rog_slovenian_1_0_1_1_manual_prosody::JRtvslslsp-rd0905200820.wav,Rog-Go1-Gos169,Gos169,JRtvslslsp-rd0905200820.wav,Gos,Finale velaslaloma za ženske v Aareju - drugi tek.,2009-08,-,-,Ljubljana,"TVSlo, šport",razvedrilni,televizija,12,181,Am-mode-02099 Bm-mode-02092
rog_slovenian_1_0_1_1_manual_prosody::JRtvslslsp-rd0905200825.wav,Rog-Go1-Gos170,Gos170,JRtvslslsp-rd0905200825.wav,Gos,Nogomet - kvalifikacije za SP 2010 (Poljska - Severna Irska) - prvi polčas.,2009-08,-,-,Ljubljana,"TVSlo, šport",razvedrilni,televizija,11,141,Am-mode-00518
rog_slovenian_1_0_1_1_manual_prosody::JRtvslslsp-rd0905200826.wav,Rog-Go1-Gos171,Gos171,JRtvslslsp-rd0905200826.wav,Gos,Nogomet - kvalifikacije za SP 2010 (Poljska - Severna Irska) - drugi polčas.,2009-07,-,-,Ljubljana,"TVSlo, šport",razvedrilni,televizija,9,128,Am-mode-00518
rog_slovenian_1_0_1_1_manual_prosody::NNosgopods-kk0905222006.wav,Rog-Go1-Gos172,Gos172,NNosgopods-kk0905222006.wav,Gos,"Sestanek učiteljic, razpravljajo o nadomešcanju izostale učiteljice, načrtujejo šolsko delo prihajajočega tedna.",2009-07,lastni posnetek,-,Dobravlje,formalni delovni sestanek,nezasebni,osebni stik,10,158,Af-prof-05563 Bf-prof-05564 Cf-prof-05565
rog_slovenian_1_0_1_1_manual_prosody::NNoskpprdo-pk1003311343.wav,Rog-Go2-Gos173,Gos173,NNoskpprdo-pk1003311343.wav,Gos,"Pogovor med prodajalcem prevlek za žimnice in stranko po prodaji, ko je prodajalec prišel po denar.",2010-07,lastni posnetek,-,Izola,prodaja/trgovina,nezasebni,osebni stik,56,775,Am-prod-05581 Bm-stra-05582
rog_slovenian_1_0_1_1_manual_prosody::NNoskpsods-pk1003311057.wav,Rog-Go1-Gos174,Gos174,NNoskpsods-pk1003311057.wav,Gos,Sestanek sodelavk v okviru univerze o delu na projektu.,2010-05,lastni posnetek,-,Koper,formalni delovni sestanek,nezasebni,osebni stik,12,234,Af-vodj-05578 Bf-udel-05579 Cf-udel-05580
rog_slovenian_1_0_1_1_manual_prosody::NNoskrprdo-az1004091424.wav,Rog-Go1-Gos175,Gos175,NNoskrprdo-az1004091424.wav,Gos,"Pogovor stranke in zavarovalne agentke pri stranki doma, obnavljanje zavarovalne police za hišo.",2010-04,lastni posnetek,-,Škofja Loka,prodaja/trgovina,nezasebni,osebni stik,6,179,Am-stra-02231 Bf-akvi-02263
rog_slovenian_1_0_1_1_manual_prosody::NNosljakds-jm0103151200.wav,Rog-Go1-Gos176,Gos176,NNosljakds-jm0103151200.wav,Gos,Sestanek jezikovnega oddelka v okviru univerze.,2010-03,lastni posnetek,-,Ljubljana,formalni delovni sestanek,nezasebni,osebni stik,29,396,Am-udel-02284 Bf-udel-02285 Df-udel-02287 Ef-udel-02288 Ff-udel-02289 Hm-udel-02291 Jf-udel-02293
rog_slovenian_1_0_1_1_manual_prosody::NNosljakko-np0910182052.wav,Rog-Go1-Gos177,Gos177,NNosljakko-np0910182052.wav,Gos,Konzultacija za doktorsko disertacijo.,2009-10,lastni posnetek,-,Ljubljana,konzultacija,nezasebni,osebni stik,11,162,Af-prof-02166 Bf-stud-02167
rog_slovenian_1_0_1_1_manual_prosody::NNosljpods-az1003111100.wav,Rog-Go1-Gos178,Gos178,NNosljpods-az1003111100.wav,Gos,Sestanek sodelavcev pri gradnji nacionalnega govornega korpusa. Ena sogovornica sodeluje pri sestanku prek Skypa.,2010-03,lastni posnetek,-,Ljubljana,neformalni delovni sestanek,nezasebni,osebni stik,17,227,Am-udel-02231 Bf-udel-02232 Cf-udel-02233 Df-udel-02234 Ef-udel-02235 Ff-udel-02236 Hf-udel-02238
rog_slovenian_1_0_1_1_manual_prosody::NNosljpods-pk1004191451.wav,Rog-Go1-Gos179,Gos179,NNosljpods-pk1004191451.wav,Gos,"Neformalni delovni sestanek med naročnikom raziskave in študentko, ki pomaga pri raziskavi o lastništvu medijev.",2010-07,lastni posnetek,-,Ljubljana,neformalni delovni sestanek,nezasebni,osebni stik,27,208,Af-sode-05584 Bm-sode-05588
rog_slovenian_1_0_1_1_manual_prosody::NNosljprdo-az1004011600.wav,Rog-Go1-Gos180,Gos180,NNosljprdo-az1004011600.wav,Gos,Pogovor med stranko in arhitektom pri stranki doma o ureditvi vrta in izgradnji bazena.,2010-04,lastni posnetek,-,Ljubljana,storitev,nezasebni,osebni stik,12,209,Af-stra-02166 Bm-udel-07137
