source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0018,71,t,4.64,4.711962,0.071962
pavoque,pavoque::spike0018,72,@,4.711962,4.719946,0.007984
pavoque,pavoque::spike0018,73,n,4.719946,4.823114,0.103168
pavoque,pavoque::spike0018,74,_,4.823114,6.595,1.771886
pavoque,pavoque::spike0019,1,H#,0.0,0.825,0.825
pavoque,pavoque::spike0019,2,v,0.825,0.872312,0.047312
pavoque,pavoque::spike0019,3,Y,0.872312,0.921145,0.048833
pavoque,pavoque::spike0019,4,6,0.921145,0.952464,0.031319
pavoque,pavoque::spike0019,5,d,0.952464,0.975355,0.022891
pavoque,pavoque::spike0019,6,@,0.975355,1.01,0.034645
pavoque,pavoque::spike0019,7,s,1.01,1.074669,0.064669
pavoque,pavoque::spike0019,8,t,1.074669,1.101689,0.02702
pavoque,pavoque::spike0019,9,d,1.101689,1.128853,0.027164
pavoque,pavoque::spike0019,10,u:,1.128853,1.178451,0.049598
pavoque,pavoque::spike0019,11,g,1.178451,1.227988,0.049537
pavoque,pavoque::spike0019,12,E,1.227988,1.28,0.052012
pavoque,pavoque::spike0019,13,6,1.28,1.343029,0.063029
pavoque,pavoque::spike0019,14,n,1.343029,1.36268,0.019651
pavoque,pavoque::spike0019,15,@,1.36268,1.405,0.04232
pavoque,pavoque::spike0019,16,m,1.405,1.465,0.06
pavoque,pavoque::spike0019,17,I,1.465,1.520503,0.055503
pavoque,pavoque::spike0019,18,t,1.520503,1.591125,0.070622
pavoque,pavoque::spike0019,19,j,1.591125,1.604634,0.013509
pavoque,pavoque::spike0019,20,e:,1.604634,1.629812,0.025178
pavoque,pavoque::spike0019,21,m,1.629812,1.670957,0.041145
pavoque,pavoque::spike0019,22,a,1.670957,1.75,0.079043
pavoque,pavoque::spike0019,23,n,1.75,1.769826,0.019826
pavoque,pavoque::spike0019,24,t,1.769826,1.808937,0.039111
pavoque,pavoque::spike0019,25,?,1.808937,1.84518,0.036243
pavoque,pavoque::spike0019,26,a,1.84518,1.945,0.09982
pavoque,pavoque::spike0019,27,n,1.945,2.015,0.07
pavoque,pavoque::spike0019,28,d,2.015,2.032659,0.017659
pavoque,pavoque::spike0019,29,6,2.032659,2.09,0.057341
pavoque,pavoque::spike0019,30,R,2.09,2.122932,0.032932
pavoque,pavoque::spike0019,31,@,2.122932,2.156093,0.033161
pavoque,pavoque::spike0019,32,m,2.156093,2.208291,0.052198
pavoque,pavoque::spike0019,33,S,2.208291,2.302862,0.094571
pavoque,pavoque::spike0019,34,p,2.302862,2.396637,0.093775
pavoque,pavoque::spike0019,35,R,2.396637,2.418926,0.022289
pavoque,pavoque::spike0019,36,E,2.418926,2.51,0.091074
pavoque,pavoque::spike0019,37,C,2.51,2.605,0.095
pavoque,pavoque::spike0019,38,@,2.605,2.665,0.06
pavoque,pavoque::spike0019,39,n,2.665,2.807035,0.142035
pavoque,pavoque::spike0019,40,_,2.807035,4.195,1.387965
