source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0025,3,u:,0.317905,0.434241,0.116336
pavoque,pavoque::spike0025,4,h,0.434241,0.504874,0.070633
pavoque,pavoque::spike0025,5,2:,0.504874,0.565066,0.060192
pavoque,pavoque::spike0025,6,6,0.565066,0.63,0.064934
pavoque,pavoque::spike0025,7,s,0.63,0.66948,0.03948
pavoque,pavoque::spike0025,8,t,0.66948,0.696505,0.027025
pavoque,pavoque::spike0025,9,d,0.696505,0.738456,0.041951
pavoque,pavoque::spike0025,10,I,0.738456,0.8,0.061544
pavoque,pavoque::spike0025,11,C,0.8,0.855583,0.055583
pavoque,pavoque::spike0025,12,?,0.855583,0.885,0.029417
pavoque,pavoque::spike0025,13,a,0.885,0.97,0.085
pavoque,pavoque::spike0025,14,n,0.97,1.036158,0.066158
pavoque,pavoque::spike0025,15,v,1.036158,1.065,0.028842
pavoque,pavoque::spike0025,16,i:,1.065,1.125,0.06
pavoque,pavoque::spike0025,17,?,1.125,1.14,0.015
pavoque,pavoque::spike0025,18,aI,1.14,1.25,0.11
pavoque,pavoque::spike0025,19,n,1.25,1.295,0.045
pavoque,pavoque::spike0025,20,h,1.295,1.383797,0.088797
pavoque,pavoque::spike0025,21,o:,1.383797,1.54,0.156203
pavoque,pavoque::spike0025,22,l,1.54,1.593854,0.053854
pavoque,pavoque::spike0025,23,k,1.593854,1.7126,0.118746
pavoque,pavoque::spike0025,24,O,1.7126,1.84629,0.13369
pavoque,pavoque::spike0025,25,pf,1.84629,2.099766,0.253476
pavoque,pavoque::spike0025,26,_,2.099766,3.535,1.435234
