source_id,recording_id,source_recording_id,speaker_id,task,interviewer_gender,audio_quality_grade,snr_db,audio_quality_issues,audio_quality_comment,wordlist_order,pace_condition,misread_frequency,total_duration_s,labeled_duration_s,num_intervals,provenance
ccost_2026,ccost_2026::ccost_S2_INT_7,ccost_S2_INT_7,ccost_2026::S2,INT,F,A,11.36,Clipping;,,,,few,136.43,49.57,158,CCOST_metadata.csv source row 14
ccost_2026,ccost_2026::ccost_S2_INT_8,ccost_S2_INT_8,ccost_2026::S2,INT,F,A,11.28,Clipping;,,,,few,110.02,29.92,94,CCOST_metadata.csv source row 15
ccost_2026,ccost_2026::ccost_S2_INT_9,ccost_S2_INT_9,ccost_2026::S2,INT,F,A,12.52,Clipping;,,,,few,97.95,30.88,117,CCOST_metadata.csv source row 16
ccost_2026,ccost_2026::ccost_S2_WL_12,ccost_S2_WL_12,ccost_2026::S2,WL,F,A,14.35,Clipping;,,A,A,few,271.89,104.42,206,CCOST_metadata.csv source row 17
ccost_2026,ccost_2026::ccost_S2_WL_34,ccost_S2_WL_34,ccost_2026::S2,WL,F,A,14.74,Clipping;,,A,A,few,246.81,121.81,206,CCOST_metadata.csv source row 18
ccost_2026,ccost_2026::ccost_S2_ST_123,ccost_S2_ST_123,ccost_2026::S2,ST,F,A,12.94,Clipping;,,,A,few,121.75,98.23,300,CCOST_metadata.csv source row 19
ccost_2026,ccost_2026::ccost_S3_INT_1,ccost_S3_INT_1,ccost_2026::S3,INT,F,B,9.24,Low-SNR;,low level static in background,,,none,195.11,154.58,439,CCOST_metadata.csv source row 20
ccost_2026,ccost_2026::ccost_S3_INT_2,ccost_S3_INT_2,ccost_2026::S3,INT,F,B,9.92,Low-SNR;,low level static in background,,,none,190.55,137.91,433,CCOST_metadata.csv source row 21
ccost_2026,ccost_2026::ccost_S3_INT_3,ccost_S3_INT_3,ccost_2026::S3,INT,F,B,10.26,None,low level static in background,,,none,228.1,166.01,488,CCOST_metadata.csv source row 22
ccost_2026,ccost_2026::ccost_S3_INT_4,ccost_S3_INT_4,ccost_2026::S3,INT,F,B,10.57,None,low level static in background,,,none,187.93,150.48,489,CCOST_metadata.csv source row 23
ccost_2026,ccost_2026::ccost_S3_INT_5,ccost_S3_INT_5,ccost_2026::S3,INT,F,B,9.66,Low-SNR;,low level static in background,,,none,340.09,259.6,889,CCOST_metadata.csv source row 24
ccost_2026,ccost_2026::ccost_S3_INT_6,ccost_S3_INT_6,ccost_2026::S3,INT,F,B,10.74,None,low level static in background,,,none,381.64,314.17,1010,CCOST_metadata.csv source row 25
ccost_2026,ccost_2026::ccost_S3_WL_12,ccost_S3_WL_12,ccost_2026::S3,WL,F,B,20.12,None,"low level static in background, but does not appear to affect pitch estimate",A,A,none,367.5,120.92,207,CCOST_metadata.csv source row 26
ccost_2026,ccost_2026::ccost_S3_WL_34,ccost_S3_WL_34,ccost_2026::S3,WL,F,B,17.0,None,"low level static in background, but does not appear to affect pitch estimate",A,A,none,358.56,122.93,206,CCOST_metadata.csv source row 27
ccost_2026,ccost_2026::ccost_S3_ST_123,ccost_S3_ST_123,ccost_2026::S3,ST,F,B,12.03,None,"low level static in background, but does not appear to affect pitch estimate",,A,none,145.09,76.63,200,CCOST_metadata.csv source row 28
ccost_2026,ccost_2026::ccost_S4_INT_1,ccost_S4_INT_1,ccost_2026::S4,INT,F,A,15.12,Clipping;,,,,none,298.77,122.77,441,CCOST_metadata.csv source row 29
