bundle,Speaker,Sex,YOB,BirthPlace,Region,Year_to_BKK,Age,Education,Age_Group,Height,Interviewer_gender,Quality_grade,SNR.dB,Quality_issues,Quality_comment,WL_order,Pace,Pace_comment,Misread,Annotation_comment,Other_comment,TotalDur.s,LabeledDur.s,NumIntervals,MeanIntensity.dB,MaxIntensity.dB,MinIntensity.dB,StdDev.dB,DynamicRange.dB,PeakLevel.dBFS,PeakIntensity.dB,Threshold.dB,AvgSpeech.dB,AvgNoise.dB,old_filename,old_filecode
ccost_S3_INT_5,3,Female,1992,Pathum Thani,Greater BKK,NA,28,19,YF,174,F,B,9.66,Low-SNR;,low level static in background,,,,none,,,340.09,259.6,889,53.65,78.59,39.35,5.21,39.24,-3.15,84.19,59.19,61.65,51.99,Jan2020_3_a2_1,Jan2020_3_I
ccost_S3_INT_6,3,Female,1992,Pathum Thani,Greater BKK,NA,28,19,YF,174,F,B,10.74,None,low level static in background,,,,none,,,381.64,314.17,1010,53.36,69.36,39.5,5.7,29.86,-16.2,70.41,45.41,54.22,43.48,Jan2020_3_a2_2,Jan2020_3_I
ccost_S3_WL_12,3,Female,1992,Pathum Thani,Greater BKK,NA,28,19,YF,174,F,B,20.12,None,"low level static in background, but does not appear to affect pitch estimate",A,A,,none,,,367.5,120.92,207,60.96,74.87,39.33,6.73,35.53,-10.43,85.74,60.74,65.83,45.71,Jan2020_3_b1,Jan2020_3_I
ccost_S3_WL_34,3,Female,1992,Pathum Thani,Greater BKK,NA,28,19,YF,174,F,B,17,None,"low level static in background, but does not appear to affect pitch estimate",A,A,,none,,,358.56,122.93,206,61.58,81.69,39.65,6.71,42.04,-5.89,85.03,60.03,65.66,48.66,Jan2020_3_b2,Jan2020_3_I
ccost_S3_ST_123,3,Female,1992,Pathum Thani,Greater BKK,NA,28,19,YF,174,F,B,12.03,None,"low level static in background, but does not appear to affect pitch estimate",,A,,none,,,145.09,76.63,200,55.78,68.1,41.32,5.66,26.78,-16.7,82.49,57.49,60.72,48.69,Jan2020_3_c1,Jan2020_3_I
ccost_S4_INT_1,4,Female,1993,Bangkok,Greater BKK,NA,27,-,YF,168,F,A,15.12,Clipping;,,,,,none,,,298.77,122.77,441,71.43,86.49,47.32,6.81,39.17,-0.08,87.28,62.28,72.55,57.43,Jan2020_4_a1_1,Jan2020_4_I
ccost_S4_INT_2,4,Female,1993,Bangkok,Greater BKK,NA,27,-,YF,168,F,A,14.26,Clipping;,,,,,none,,,307.56,135.8,480,71.62,87.92,47.87,6.97,40.05,-0.12,92.78,67.78,75,60.74,Jan2020_4_a1_2,Jan2020_4_I
ccost_S4_INT_3,4,Female,1993,Bangkok,Greater BKK,NA,27,-,YF,168,F,A,13.36,Clipping;,,,,,none,,,304.26,157.61,542,70.63,85.25,49.1,7.02,36.16,-0.24,93.47,68.47,74.75,61.39,Jan2020_4_a1_3,Jan2020_4_I
ccost_S4_INT_4,4,Female,1993,Bangkok,Greater BKK,NA,27,-,YF,168,F,A,14.31,Near-Clip;,,,,,none,,,235.36,91.07,290,71.06,83.96,48.89,6.91,35.07,-1.45,92.79,67.79,74.75,60.45,Jan2020_4_a1_4,Jan2020_4_I
ccost_S4_WL_34,4,Female,1993,Bangkok,Greater BKK,NA,27,-,YF,168,F,A,14.32,None,,A,A,,none,,,289.55,135.24,206,66.3,77.95,45.83,6.05,32.12,-6.51,91.85,66.85,70.77,56.45,Jan2020_4_b2,Jan2020_4_I
ccost_S4_ST_123,4,Female,1993,Bangkok,Greater BKK,NA,27,-,YF,168,F,A,14.09,None,,,A,,none,,,173.89,103.53,300,65.47,77.4,49.38,6,28.02,-8.7,78.1,53.1,64.96,50.87,Jan2020_4_c1,Jan2020_4_I
ccost_S5_INT_1,5,Male,1990,Trang,Southern,NA,30,-,MM,195,F,A,13.81,Clipping;,,,,,none,,,237.1,176.38,651,68.45,88.07,38.53,7.64,49.54,-0.14,90.56,65.56,72.42,58.61,Jan2020_5_a1_1,Jan2020_5_I
ccost_S5_INT_2,5,Male,1990,Trang,Southern,NA,30,-,MM,195,F,A,14.33,Clipping;,,,,,none,,,285.57,204.65,824,68.52,88.37,39,8.31,49.38,-0.16,92.91,67.91,74.12,59.79,Jan2020_5_a1_2,Jan2020_5_I
ccost_S5_INT_3,5,Male,1990,Trang,Southern,NA,30,-,MM,195,F,A,13.92,Clipping;,,,,,none,,,318.88,246.76,1052,68.08,89.73,38.99,7.97,50.74,-0.17,90.73,65.73,72.64,58.72,Jan2020_5_a1_3,Jan2020_5_I
ccost_S5_INT_4,5,Male,1990,Trang,Southern,NA,30,-,MM,195,F,A,14.1,Clipping;,,,,,none,,,395.35,280.46,1245,68.42,90.72,32.52,7.83,58.2,-0.18,91.01,66.01,72.69,58.59,Jan2020_5_a1_4,Jan2020_5_I
ccost_S5_WL_12,5,Male,1990,Trang,Southern,NA,30,-,MM,195,F,A,27.97,Clipping;,,A,A,,none,,,285.57,111.8,205,74.98,90.04,42.68,6.06,47.36,-0.1,90.04,65.04,75.49,47.52,Jan2020_5_b12,Jan2020_5_I
ccost_S5_WL_34,5,Male,1990,Trang,Southern,NA,30,-,MM,195,F,A,25.02,Clipping;,,A,A,,none,,,223.71,117.4,206,73.25,88.89,41.68,8.08,47.2,-0.11,89.73,64.73,75.33,50.31,Jan2020_5_b34_I,Jan2020_5_I
ccost_S5_ST_123,5,Male,1990,Trang,Southern,NA,30,-,MM,195,F,A,16.35,Clipping;,,,A,,none,,,109.94,86.56,300,69.61,91.1,46.17,8.25,44.93,-0.15,91.16,66.16,73.49,57.14,Jan2020_5_c123,Jan2020_5_I
ccost_S6_INT_1,6,Male,1994,Bangkok,Greater BKK,NA,26,-,YM,184,F,A,16.17,Clipping;,,,,,none,,,268.93,168.33,599,68.15,89.05,39.08,8.7,49.97,-0.15,90.03,65.03,73.06,56.89,Jan2020_6_a1_I_1,Jan2020_6_I
ccost_S6_INT_2,6,Male,1994,Bangkok,Greater BKK,NA,26,-,YM,184,F,A,17.02,Clipping;,,,,,none,,,252.04,176.51,741,70.11,89.78,38.17,8.85,51.61,-0.08,89.91,64.91,73.95,56.93,Jan2020_6_a1_I_2,Jan2020_6_I
ccost_S6_INT_3,6,Male,1994,Bangkok,Greater BKK,NA,26,-,YM,184,F,A,17.21,Clipping;,,,,,none,,,271.49,152.6,621,68.71,89.95,40.91,9.15,49.04,-0.13,90.15,65.15,73.53,56.32,Jan2020_6_a1_I_3,Jan2020_6_I
ccost_S6_INT_4,6,Male,1994,Bangkok,Greater BKK,NA,26,-,YM,184,F,A,16.62,Clipping;,,,,,none,,,246.91,114.84,434,67.38,89.24,35.08,9.13,54.16,-0.17,90.67,65.67,72.75,56.14,Jan2020_6_a1_I_4,Jan2020_6_I
ccost_S6_INT_5,6,Male,1994,Bangkok,Greater BKK,NA,26,-,YM,184,F,A,17.94,Clipping;,,,,,none,,,258.95,128.81,506,67.57,88.75,37.33,9.62,51.42,-0.12,88.76,63.76,72.53,54.59,Jan2020_6_a1_I_5,Jan2020_6_I
ccost_S6_WL_12,6,Male,1994,Bangkok,Greater BKK,NA,26,-,YM,184,F,A,23.78,Clipping;,,A,A,,none,,,251.97,80.03,206,68.52,83.49,44.8,6.15,38.7,-0.72,83.63,58.63,69.11,45.33,Jan2020_6_b12,Jan2020_6_I
ccost_S6_WL_34,6,Male,1994,Bangkok,Greater BKK,NA,26,-,YM,184,F,A,21.62,Near-Clip;,,A,A,,none,,,232.44,89.3,206,64.4,77.43,39.88,6.89,37.55,-2.85,81.15,56.15,66.21,44.59,Jan2020_6_b34_I,Jan2020_6_I
