bundle,Speaker,Sex,YOB,BirthPlace,Region,Year_to_BKK,Age,Education,Age_Group,Height,Interviewer_gender,Quality_grade,SNR.dB,Quality_issues,Quality_comment,WL_order,Pace,Pace_comment,Misread,Annotation_comment,Other_comment,TotalDur.s,LabeledDur.s,NumIntervals,MeanIntensity.dB,MaxIntensity.dB,MinIntensity.dB,StdDev.dB,DynamicRange.dB,PeakLevel.dBFS,PeakIntensity.dB,Threshold.dB,AvgSpeech.dB,AvgNoise.dB,old_filename,old_filecode
ccost_S28_WL_2,28,Male,1943,Phra Nakhon Si Ayutthaya,Central,1963,77,16,OM,160,F,B,21.84,Clipping;,low level static noise and echo,A,A,,many,,,142.93,59.21,100,74.16,84.24,50.16,8.88,34.09,0.03,84.79,59.79,76.74,54.9,Aug2022_2_b2_I_clean,Aug2022_2_I
ccost_S28_WL_3,28,Male,1943,Phra Nakhon Si Ayutthaya,Central,1963,77,16,OM,160,F,B,21.15,Clipping;,low level static noise and echo,A,A,,many,,,141.67,52.02,99,76.78,84.28,52.72,5.83,31.56,0.03,86.72,61.72,76.94,55.79,Aug2022_2_b3_I_clean,Aug2022_2_I
ccost_S28_WL_4,28,Male,1943,Phra Nakhon Si Ayutthaya,Central,1963,77,16,OM,160,F,B,23.41,Clipping;,low level static noise and echo,A,A,,many,,,161.2,53.24,106,77.94,86.2,52.19,6.17,34.01,0.04,86.69,61.69,78.23,54.82,Aug2022_2_b4_I_clean,Aug2022_2_I
ccost_S28_ST_1,28,Male,1943,Phra Nakhon Si Ayutthaya,Central,1963,77,16,OM,160,F,B,20.91,Clipping;,low level static noise and echo,,A,,many,,,61.69,47,100,76.95,83.67,53.74,6.24,29.93,0.01,83.95,58.95,76.49,55.58,Aug2022_2_c1_I_clean,Aug2022_2_I
ccost_S28_ST_2,28,Male,1943,Phra Nakhon Si Ayutthaya,Central,1963,77,16,OM,160,F,B,20.86,Clipping;,low level static noise and echo,,A,,many,,,55.7,38.64,100,77.27,83.66,56.26,6.12,27.41,0.01,84.23,59.23,77.12,56.26,Aug2022_2_c2_I,Aug2022_2_I
ccost_S28_ST_3,28,Male,1943,Phra Nakhon Si Ayutthaya,Central,1963,77,16,OM,160,F,B,22.1,Clipping;,low level static noise and echo,,A,,many,,,52.05,34.65,100,77.05,83.39,54.6,6.42,28.8,0.02,84.61,59.61,77.27,55.17,Aug2022_2_c3_I_clean,Aug2022_2_I
ccost_S29_INT_1,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,16.02,Clipping;,,,,,none,,,299.92,164.92,558,71.55,83.63,50.8,5.86,32.83,0.63,84.25,59.25,71.7,55.67,Aug2022_3_a2_I,Aug2022_3_I
ccost_S29_INT_2,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,17.21,Clipping;,,,,,none,,,299.98,154.15,544,72.52,83.27,50.56,5.29,32.71,-0.26,83.88,58.88,72.45,55.24,Aug2022_3_a3_I,Aug2022_3_I
ccost_S29_INT_3,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,14.66,Clipping;,,,,,none,,,283.31,143.77,504,70.89,83.04,52.12,5.57,30.92,-0.14,83.34,58.34,70.69,56.03,Aug2022_3_a4_I,Aug2022_3_I
ccost_S29_WL_1,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,12.35,Near-Clip;,,A,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop;,,121.31,84.77,100,67.06,80.17,51.88,7.33,28.29,-2.87,81.91,56.91,68.43,56.08,Aug2022_3_b1_I_clean,Aug2022_3_I
ccost_S29_WL_2,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,10.62,None,,A,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop;,,101.99,75.41,106,64.6,78.38,51.61,6.75,26.77,-4.62,79.32,54.32,64.64,54.02,Aug2022_3_b2_I_clean,Aug2022_3_I
ccost_S29_WL_3,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,23.39,None,,A,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop;,,103.59,60.1,100,62.19,75.47,39.24,7.09,36.24,-9,76.43,51.43,63.34,39.95,Aug2022_3_b3_I_clean,Aug2022_3_I
ccost_S29_WL_4,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,25.59,None,,A,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop;,,102.14,58.66,106,60.6,74.19,32.69,7.6,41.5,-10.57,74.51,49.51,62.07,36.48,Aug2022_3_b4_I_clean,Aug2022_3_I
ccost_S29_ST_1,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,/,Low-Range;No-Noise-Detected;,,,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop;,,48.03,45.87,100,69.17,76.32,61.58,2.94,14.74,-8.34,77.36,52.36,68.8,42.36,Aug2022_3_c1_I_clean,Aug2022_3_I
ccost_S29_ST_2,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,/,Low-Range;No-Noise-Detected;,,,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop;,,43.45,43.45,100,67.75,76.02,61.38,3.13,14.64,-8.76,77.3,52.3,67.44,42.3,Aug2022_3_c2_I_clean,Aug2022_3_I
ccost_S29_ST_3,29,Female,2000,Phra Nakhon Si Ayutthaya,Central,2018,20,14,YF,158,F,A,/,Low-Range;No-Noise-Detected;,,,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop;,,41.46,40.61,100,66.64,75.68,60.16,3.32,15.51,-9.04,76.91,51.91,66.25,41.91,Aug2022_3_c3_I_clean,Aug2022_3_I
