bundle,Speaker,Sex,YOB,BirthPlace,Region,Year_to_BKK,Age,Education,Age_Group,Height,Interviewer_gender,Quality_grade,SNR.dB,Quality_issues,Quality_comment,WL_order,Pace,Pace_comment,Misread,Annotation_comment,Other_comment,TotalDur.s,LabeledDur.s,NumIntervals,MeanIntensity.dB,MaxIntensity.dB,MinIntensity.dB,StdDev.dB,DynamicRange.dB,PeakLevel.dBFS,PeakIntensity.dB,Threshold.dB,AvgSpeech.dB,AvgNoise.dB,old_filename,old_filecode
ccost_S8_INT_3,8,Male,1998,Bangkok,Greater BKK,NA,22,16,YM,169,F,A,11.33,None,,,,,few,,,222.84,132.23,454,57.8,78.1,38.45,6.12,39.65,-9.29,78.28,53.28,60.16,48.83,Mar2020_2_a2_B_1,Mar2020_2_B
ccost_S8_INT_4,8,Male,1998,Bangkok,Greater BKK,NA,22,16,YM,169,F,A,12.74,None,,,,,few,,,196.79,102.26,328,57.81,75.49,38.69,6.64,36.79,-9.17,75.72,50.72,59.42,46.68,Mar2020_2_a2_B_2,Mar2020_2_B
ccost_S8_INT_5,8,Male,1998,Bangkok,Greater BKK,NA,22,16,YM,169,F,A,13.45,None,,,,,few,,,154.98,74.72,237,59.14,75.2,41.17,6.46,34.03,-9.31,75.59,50.59,59.71,46.26,Mar2020_2_a2_B_3,Mar2020_2_B
ccost_S8_WL_12,8,Male,1998,Bangkok,Greater BKK,NA,22,16,YM,169,F,A,17.83,None,,B,C,wordlist and sentences reading rate is fast without pause in between words,few," for the one misread word, corrector guessed the intended word and changed all levels to match their guess, this was marked as a reading error by blanking the MAS label",,152.29,114.19,206,56.19,82.71,29.25,10.11,53.46,-3.34,88.65,63.65,68.16,50.34,Mar2020_2_b12_B,Mar2020_2_B
ccost_S8_WL_34,8,Male,1998,Bangkok,Greater BKK,NA,22,16,YM,169,F,A,18.46,None,,B,C,wordlist and sentences reading rate is fast without pause in between words,few,,,122.99,99.48,202,55.82,72.32,29.97,9.45,42.35,-14.46,76.27,51.27,60.03,41.57,Mar2020_2_b34_B,Mar2020_2_B
ccost_S8_ST_123,8,Male,1998,Bangkok,Greater BKK,NA,22,16,YM,169,F,A,13.51,None,,,C,wordlist and sentences reading rate is fast without pause in between words,few,,,97.04,77,300,53.65,77.79,32.98,7.42,44.82,-13.82,78.63,53.63,58.89,45.38,Mar2020_2_c123_B,Mar2020_2_B
ccost_S9_WL_12,9,Female,1997,Pathum Thani,Greater BKK,NA,23,16,YF,163,F,A,14.63,None,,B,C,wordlist and sentences reading rate is fast without pause in between words,few," for the misread words, corrector guessed the intended word and changed all levels to match their guess, this was marked as a reading error by blanking the MAS label",,92.59,82.62,203,58.97,73.26,39.86,6.54,33.4,-12.57,73.26,48.26,59.95,45.31,Mar2020_3_b12_B,Mar2020_3_B
ccost_S9_WL_34,9,Female,1997,Pathum Thani,Greater BKK,NA,23,16,YF,163,F,A,14.56,None,,B,C,wordlist and sentences reading rate is fast without pause in between words,few," for the misread words, corrector guessed the intended word and changed all levels to match their guess, this was marked as a reading error by blanking the MAS label",,94.38,84.96,202,59.68,72.34,41.99,6.46,30.35,-11.64,73.01,48.01,60.26,45.7,Mar2020_3_b34_B,Mar2020_3_B
ccost_S9_ST_123,9,Female,1997,Pathum Thani,Greater BKK,NA,23,16,YF,163,F,A,10.56,Near-Clip;,,,C,wordlist and sentences reading rate is fast without pause in between words,few," for the misread words, corrector guessed the intended word and changed all levels to match their guess, this was marked as a reading error by blanking the MAS label",,80.77,75.41,300,58.72,86.81,40.89,6.35,45.92,-1.52,89.33,64.33,66.82,56.26,Mar2020_3_c123_B,Mar2020_3_B
ccost_S9_INT_1,9,Female,1997,Pathum Thani,Greater BKK,NA,23,16,YF,163,F,A,11.62,None,,,,,few,,,226.51,105.91,463,51.92,71.61,36.54,6.42,35.07,-17.39,71.85,46.85,54.61,42.99,Mar2020_a1_3_B_1,Mar2020_3_B
ccost_S9_INT_2,9,Female,1997,Pathum Thani,Greater BKK,NA,23,16,YF,163,F,A,11.62,None,,,,,few,,,234.98,114.31,496,52.9,67.42,36.64,5.9,30.77,-18.34,68.84,43.84,53.2,41.58,Mar2020_a1_3_B_2,Mar2020_3_B
ccost_S9_INT_3,9,Female,1997,Pathum Thani,Greater BKK,NA,23,16,YF,163,F,A,12.19,None,,,,,few,,,212.29,128.14,581,54.25,68.84,38.7,5.89,30.14,-17.2,69.12,44.12,54.4,42.2,Mar2020_a2_3_B_1,Mar2020_3_B
ccost_S9_INT_4,9,Female,1997,Pathum Thani,Greater BKK,NA,23,16,YF,163,F,A,11.79,None,,,,,few,,,232.25,139.64,653,55.31,71.84,38.67,6.4,33.16,-15.06,71.97,46.97,56.11,44.33,Mar2020_a2_3_B_2,Mar2020_3_B
ccost_S10_WL_12,10,Female,1999,Chonburi,Central,NA,21,15,YF,168,F,A,13.74,None,,B,C,wordlist and sentences reading rate is fast without pause in between words,few," for misread words, corrector put <usb> on MAU level (MAS is blank)",,132.34,100.7,202,49.53,66.26,32.42,7,33.85,-18.62,66.34,41.34,51.36,37.62,Mar2020_4_b12_B,Mar2020_4_B
ccost_S10_WL_34,10,Female,1999,Chonburi,Central,NA,21,15,YF,168,F,A,12.8,None,,B,C,wordlist and sentences reading rate is fast without pause in between words,few," for misread words, corrector put <usb> on MAU level (MAS is blank)",,109.26,94.92,201,46.99,61.67,31.61,6.91,30.07,-22.27,63.59,38.59,48.77,35.97,Mar2020_4_b34_B,Mar2020_4_B
ccost_S10_ST_123,10,Female,1999,Chonburi,Central,NA,21,15,YF,168,F,A,10.68,None,,,C,wordlist and sentences reading rate is fast without pause in between words,few," for misread words, corrector put <usb> on MAU level (MAS is blank)",,81.99,75.46,300,47.66,63.69,33.7,5.84,29.99,-22.81,64.62,39.62,48.5,37.82,Mar2020_4_c123_B,Mar2020_4_B
ccost_S10_INT_1,10,Female,1999,Chonburi,Central,NA,21,15,YF,168,F,A,13.79,None,,,,,few,,,209.47,91.81,379,51.75,66.42,33.34,6.5,33.07,-18.02,67.27,42.27,52.53,38.74,Mar2020_a1_4_B_1,Mar2020_4_B
ccost_S10_INT_2,10,Female,1999,Chonburi,Central,NA,21,15,YF,168,F,A,12.24,None,,,,,few,,,227.18,116.12,443,51.97,82.24,32.84,7.14,49.4,-10.76,82.49,57.49,60.36,48.12,Mar2020_a1_4_B_2,Mar2020_4_B
ccost_S10_INT_3,10,Female,1999,Chonburi,Central,NA,21,15,YF,168,F,A,12.91,None,,,,,few,,,254.95,132.23,512,50.76,67.66,32.3,6.98,35.36,-17.1,68.06,43.06,52.58,39.67,Mar2020_a2_4_B_1,Mar2020_4_B
ccost_S10_INT_4,10,Female,1999,Chonburi,Central,NA,21,15,YF,168,F,A,13.1,None,,,,,few,,,225.6,106.68,443,52.14,68.56,33.63,6.5,34.92,-16.84,69.52,44.52,53.52,40.42,Mar2020_a2_4_B_2,Mar2020_4_B
ccost_S11_WL_12,11,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,157,F,A,19.45,None,,B,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop,,178.28,119.97,200,54.66,73.97,31.83,10.74,42.14,-12.41,80.41,55.41,62.97,43.51,Mar2020_5_b12_B,Mar2020_5_B
ccost_S11_WL_34,11,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,157,F,A,19.28,None,,B,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop,,164.67,114.39,203,56.11,74.38,32.46,10.37,41.93,-11.72,74.86,49.86,61.33,42.05,Mar2020_5_b34_B,Mar2020_5_B
ccost_S11_ST_123,11,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,157,F,A,15.56,None,,,A,,none, corrector did not insert <p:> between words IF the preceding word ended with a stop OR if the following word began with a voiceless stop,,96.27,84,300,56.71,72.18,37.7,7.36,34.48,-14.02,72.21,47.21,58.63,43.07,Mar2020_5_c123_B,Mar2020_5_B
ccost_S11_INT_1,11,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,157,F,A,12.7,None,,,,,none,,,435.27,254.1,759,54.64,82.35,1.64,7.55,80.71,-10.28,82.93,57.93,61.72,49.02,Mar2020_a1_5_B,Mar2020_5_B
ccost_S11_INT_2,11,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,157,F,A,12.37,None,,,,,none,,,502.29,291.6,1050,54.12,71.96,32.02,7.2,39.94,-12.43,81.03,56.03,60.2,47.83,Mar2020_a2_5_B,Mar2020_5_B
ccost_S12_INT_1,12,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,150,F,C,5.87,Low-SNR;,static in background,,,,few,,,296.92,137.19,518,56.15,79.29,46.31,3.72,32.98,-10.1,79.24,54.24,57.93,52.06,Jul2020_1_a_B_1,Jul2020_1_B
ccost_S12_INT_2,12,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,150,F,C,9.11,Low-SNR;,static in background,,,,few,,,306.38,207.39,743,56.46,80.99,45.71,3.5,35.28,-4.11,86.43,61.43,64.09,54.97,Jul2020_1_a_B_2,Jul2020_1_B
ccost_S12_INT_3,12,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,150,F,C,6.06,Low-SNR;,static in background,,,,few,,,256.76,172.57,615,56.96,71.98,46.72,3.56,25.27,-13.91,76.07,51.07,56.95,50.89,Jul2020_1_a_B_3,Jul2020_1_B
ccost_S12_INT_4,12,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,150,F,C,8.33,Low-SNR;,static in background,,,,few,,,204.15,144.89,440,58.02,70.8,47.97,3.88,22.84,-14.46,73.92,48.92,57.52,49.18,Jul2020_1_a_B_4,Jul2020_1_B
ccost_S12_WL_12,12,Female,1999,Bangkok,Greater BKK,NA,21,15,YF,150,F,C,9.44,Low-SNR;,static in background interferes with pitch estimator,B,A,,few,,,297.66,111.23,206,58.12,83.67,49.03,3.48,34.64,-3.92,86.11,61.11,63.81,54.37,Jul2020_1_b12_B,Jul2020_1_B
